User ID,Device Model,Operating System,App Usage Time (min/day),Screen On Time (hours/day),Battery Drain (mAh/day),Number of Apps Installed,Data Usage (MB/day),Age,Gender,User Behavior Class,Temperature (°C),Mobile Heating Label
641,Samsung Galaxy S21,Android,63,1.8,321,11,271,42,Male,1,34.971,No
642,OnePlus 9,Android,50,1.4,443,16,255,26,Female,1,34.07633333,No
643,Google Pixel 5,Android,502,8.2,2597,90,1553,27,Male,5,57.36366667,Yes
644,OnePlus 9,Android,105,3.3,723,35,566,46,Male,2,39.073,No
645,Google Pixel 5,Android,186,4.8,1494,53,949,20,Female,3,44.194,Yes
646,Xiaomi Mi 11,Android,174,2.9,1197,23,345,20,Female,2,39.897,No
647,Samsung Galaxy S21,Android,89,1.3,314,16,201,58,Female,1,34.39733333,No
648,iPhone 12,iOS,66,1.5,565,17,283,42,Female,1,34.665,No
649,iPhone 12,iOS,389,6.3,2294,76,1334,53,Male,4,51.37733333,Yes
650,Xiaomi Mi 11,Android,186,5.4,1627,58,790,31,Female,3,45.527,Yes
651,Google Pixel 5,Android,149,2,1041,39,356,49,Male,2,37.52433333,No
652,iPhone 12,iOS,69,1.7,519,10,167,51,Female,1,35.069,No
653,Xiaomi Mi 11,Android,206,5.2,1632,47,694,30,Male,3,45.46533333,Yes
654,Samsung Galaxy S21,Android,49,1.2,365,19,144,29,Male,1,33.58166667,No
655,Google Pixel 5,Android,594,10.5,2839,91,1647,56,Male,5,63.739,Yes
656,Google Pixel 5,Android,104,3.7,1028,29,493,39,Male,2,40.16133333,Yes
657,Google Pixel 5,Android,262,5.6,1489,59,628,54,Female,3,47.05566667,Yes
658,Xiaomi Mi 11,Android,278,5.3,1368,56,894,40,Female,3,46.60133333,Yes
659,Xiaomi Mi 11,Android,463,6.8,2358,68,1236,43,Female,4,53.67466667,Yes
660,Xiaomi Mi 11,Android,505,9.6,2464,91,2375,35,Male,5,60.08066667,Yes
661,Google Pixel 5,Android,50,1.5,387,12,146,59,Male,1,34.22033333,No
662,Xiaomi Mi 11,Android,138,3.1,947,29,545,48,Male,2,39.447,No
663,Xiaomi Mi 11,Android,130,3.2,1189,37,448,45,Male,2,39.75566667,No
664,Google Pixel 5,Android,469,6.4,1858,78,1297,55,Female,4,52.47466667,Yes
665,Xiaomi Mi 11,Android,555,10.3,2568,83,2003,52,Male,5,62.418,Yes
666,iPhone 12,iOS,198,5.4,1544,53,635,53,Male,3,45.644,Yes
667,Samsung Galaxy S21,Android,529,11.4,2891,82,1845,46,Male,5,64.50766667,Yes
668,Samsung Galaxy S21,Android,205,5.5,1699,49,729,36,Male,3,46.11566667,Yes
669,iPhone 12,iOS,170,2.4,1039,38,334,23,Male,2,38.67233333,No
670,Samsung Galaxy S21,Android,160,3.2,648,31,339,27,Female,2,39.71466667,No
671,iPhone 12,iOS,81,1.6,387,13,224,48,Male,1,34.937,No
672,Google Pixel 5,Android,468,7.3,1937,64,1209,22,Male,4,54.337,Yes
673,Xiaomi Mi 11,Android,500,11.2,2925,84,2438,27,Male,5,63.65833333,Yes
674,Google Pixel 5,Android,37,1.6,490,18,216,52,Male,1,34.30666667,No
675,Xiaomi Mi 11,Android,522,11.4,2776,93,1768,27,Female,5,64.276,Yes
676,Xiaomi Mi 11,Android,81,1.5,545,17,159,40,Male,1,34.895,No
677,OnePlus 9,Android,141,3.8,689,38,576,34,Male,2,40.639,Yes
678,Samsung Galaxy S21,Android,115,3.5,706,26,495,52,Female,2,39.62266667,No
679,Google Pixel 5,Android,298,4.6,1525,59,814,36,Female,3,45.69166667,Yes
680,iPhone 12,iOS,33,1.8,334,16,113,36,Female,1,34.484,No
681,Google Pixel 5,Android,307,6.1,2105,76,1111,25,Female,4,49.42166667,Yes
682,Xiaomi Mi 11,Android,380,7.6,2354,77,1191,30,Male,4,53.88733333,Yes
683,Xiaomi Mi 11,Android,190,5.5,1718,58,815,42,Male,3,45.88466667,Yes
684,Samsung Galaxy S21,Android,75,1.6,325,12,225,45,Male,1,34.775,No
685,Google Pixel 5,Android,218,4,1221,47,822,25,Male,3,42.85433333,Yes
686,Xiaomi Mi 11,Android,412,6.6,1859,67,1393,18,Male,4,51.92566667,Yes
687,Google Pixel 5,Android,335,7.7,2037,68,1007,18,Male,4,53.02033333,Yes
688,OnePlus 9,Android,387,6.3,2098,61,1178,54,Male,4,51.148,Yes
689,Google Pixel 5,Android,261,4.9,1589,56,824,52,Female,3,45.739,Yes
690,Samsung Galaxy S21,Android,541,9.5,2424,98,1550,32,Male,5,60.44066667,Yes
691,Google Pixel 5,Android,195,5.7,1447,48,679,30,Male,3,46.097,Yes
692,iPhone 12,iOS,178,4,856,37,569,51,Female,2,41.82266667,Yes
693,Xiaomi Mi 11,Android,378,6.7,1898,78,1455,48,Female,4,51.598,Yes
694,Xiaomi Mi 11,Android,505,8.6,2792,82,1709,31,Male,5,58.40866667,Yes
695,Samsung Galaxy S21,Android,564,9.7,2422,83,1985,34,Female,5,61.222,Yes
696,iPhone 12,iOS,92,3.9,1082,26,381,22,Male,2,40.41533333,Yes
697,Xiaomi Mi 11,Android,316,6.8,1965,68,1201,59,Male,4,50.83166667,Yes
698,Google Pixel 5,Android,99,3.1,942,22,457,50,Female,2,38.792,No
699,Samsung Galaxy S21,Android,62,1.7,431,13,224,44,Male,1,34.86433333,No
700,OnePlus 9,Android,212,5.4,1306,49,828,23,Female,3,45.63933333,Yes
